Temperature,Humidity,Soil Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorus,Fertilizer
23.23,47.36,20.83,Clay Loam,Maize,84.09,44.27,44.79,30-10-2020
34.6,62.89,32.91,Loam,Maize,110.16,68.49,55.95,MOP
28.15,61.99,28.85,Loam,Maize,102.73,59.96,53.21,DAP
22.28,42.6,22.7,Sandy Loam,Maize,87.39,46.18,41.03,30-10-2020
20.42,47.02,20.87,Loam,Maize,81.7,43.95,41.68,30-10-2020
35.08,36.31,46.73,Sand,Maize,-8.28,29.03,18.66,Urea
32.2,67.13,34.46,Clay Loam,Maize,110.2,65.2,55.12,MOP
25.18,49.74,27.39,Sandy Loam,Maize,95.71,54.62,47.01,Urea
21.7,40.94,23.18,Loam,Maize,88.34,42.25,42.38,30-10-2020
38.94,84.81,24.33,Clay,Maize,8.14,33.09,35.2,Urea
25.47,74.58,19.93,Clay,Maize,2.32,6.56,29.7,Urea
32.25,84.09,27.2,Clay Loam,Maize,-3.14,6.91,30.28,Urea
31.56,63.21,31.3,Clay Loam,Maize,114.29,68.03,58.75,MOP
28.21,69.65,16.02,Clay Loam,Maize,27.07,9.87,44.01,MOP
28.19,57.75,29.05,Clay Loam,Maize,106.02,61.21,52.53,DAP
31.52,68.75,33.82,Sandy Loam,Maize,112.41,63.17,59.37,MOP
26.12,50.62,26.47,Loam,Maize,98.48,47.61,45.27,Urea
24.77,49.56,23.8,Sandy Loam,Maize,90.81,48.31,46.42,Urea
28.35,55.17,28.43,Loam,Maize,104.81,62.1,53.44,DAP
25.92,52.16,24.06,Loam,Maize,99.52,51.51,46.93,Urea
28.01,43.94,19.99,Clay,Maize,-4.53,10.93,24.84,DAP
31.25,64.23,33.77,Sandy Loam,Maize,112.91,66.95,55.65,MOP
26.03,52.66,23.92,Loam,Maize,90.46,53.27,48.44,Urea
27.2,50.93,25.92,Sandy Loam,Maize,90.2,48.07,47.33,Urea
25.39,53.41,47.66,Loam,Maize,7.88,13.61,40.77,MOP
32.88,67.76,31.36,Loam,Maize,115.75,67.3,57.4,MOP
20.31,46.57,22.74,Loam,Maize,81.4,47.03,43.24,30-10-2020
21.52,47.15,22.81,Sandy Loam,Maize,87.94,46.09,44.1,30-10-2020
34.17,66.09,34.77,Loam,Maize,119.29,69.97,58.44,MOP
23.15,45.68,22.78,Sandy Loam,Maize,81.55,42.74,42.89,30-10-2020
24.34,54.78,23.87,Clay Loam,Maize,99.46,51.27,46.23,Urea
25.91,52.58,24.33,Loam,Maize,97,50.44,46.12,Urea
26.69,54.27,27.43,Sandy Loam,Maize,97.7,54.23,46.51,Urea
32.16,65.44,34.93,Sandy Loam,Maize,115.7,66.5,57.22,MOP
30.85,38.03,36.79,Loam,Maize,6.24,30.74,34.17,MOP
20.85,45.86,23.32,Clay Loam,Maize,83.25,44.62,41.18,30-10-2020
31.91,66.16,34.3,Sandy Loam,Maize,114.86,67.48,59.77,MOP
25.25,52.44,26.93,Sandy Loam,Maize,96.09,50.26,47.11,Urea
29,60.82,31.24,Clay Loam,Maize,107.93,58.09,52.54,DAP
21.45,39.92,19.89,Sandy Loam,Maize,13.33,27.84,27,MOP
21.2,42.78,21.2,Sandy Loam,Maize,89.29,45.09,42.07,30-10-2020
29.48,59.88,30.78,Loam,Maize,108.65,60.92,51.53,DAP
22.27,44.71,22.06,Clay Loam,Maize,88.72,41.84,41.48,30-10-2020
27.42,51.68,26.47,Sandy Loam,Maize,91.39,54.61,45.46,Urea
26.08,52.38,24.74,Loam,Maize,93.5,50.43,49.23,Urea
32.33,69.77,33.25,Clay Loam,Maize,110.66,65.34,55.83,MOP
37.15,45.96,39.19,Loam,Maize,27.7,18.98,27.98,MOP
37.81,64.62,19.84,Clay,Maize,22.68,7.3,29.79,MOP
22.92,42.87,22.47,Clay Loam,Maize,89.75,45.91,40.18,30-10-2020
29.55,59.28,29.8,Sandy Loam,Maize,105.57,55.18,53.87,DAP
20.28,43.08,20.36,Sandy Loam,Maize,84.42,42.91,40.69,30-10-2020
28.92,59.94,29.13,Loam,Maize,106.87,61.41,54.05,DAP
27.76,58.03,29.34,Clay Loam,Maize,109.94,55.53,53.35,DAP
33.52,66.89,31.86,Sandy Loam,Maize,116.63,65.78,56.03,MOP
23.31,42.09,22.74,Clay Loam,Maize,88.18,46.95,42.44,30-10-2020
22.7,43.31,20.09,Clay Loam,Maize,86.3,44.71,41.44,30-10-2020
26.95,62.74,43.14,Loam,Maize,-2.62,19.93,32.99,DAP
29.58,60.24,30.24,Sandy Loam,Maize,108.48,57.91,52.15,DAP
32.19,66,33.86,Sandy Loam,Maize,111.57,64.69,55.36,MOP
31.57,68.53,32.62,Loam,Maize,111.43,66.33,56.47,MOP
33.53,68.94,34.96,Sandy Loam,Maize,115.19,63.13,58.92,MOP
24.38,32.73,22.56,Clay Loam,Maize,-3.55,14.42,23.35,30-10-2020
26.04,77.73,35.97,Loam,Maize,11.75,6.9,41.47,30-10-2020
23.99,51.86,25.93,Clay Loam,Maize,98.1,52.17,49.91,Urea
31.26,69.17,31.61,Loam,Maize,112.68,69.18,56.99,MOP
23.14,40.32,20.66,Loam,Maize,80.12,40.49,44.56,30-10-2020
32.98,68.2,32.83,Sandy Loam,Maize,111.36,63.78,57.31,MOP
24.14,48.57,18.7,Clay,Maize,-0.02,34.96,31.55,MOP
33.47,68.37,32.11,Sandy Loam,Maize,114.87,64.4,55.13,MOP
30.52,55.64,31.03,Loam,Maize,105.95,59.83,51.3,DAP
21.83,43.05,21.04,Loam,Maize,82.2,47.06,42.89,30-10-2020
32.33,68.05,32.35,Clay Loam,Maize,114.29,66.64,59.93,MOP
33.38,65.85,32.42,Clay Loam,Maize,119.08,62.94,55.08,MOP
33.46,63.94,34.14,Clay Loam,Maize,111.58,66.61,55.8,MOP
26.59,53.5,26.33,Loam,Maize,90.96,50.98,48.99,Urea
31.35,67.21,33.53,Loam,Maize,114.03,63.03,58.49,MOP
33.69,66.24,34.19,Clay Loam,Maize,117.42,65.43,59.55,MOP
31.81,69.46,33.95,Sandy Loam,Maize,117.07,63.65,57.89,MOP
29.03,43.04,19.68,Loam,Maize,16.35,28.29,16.63,MOP
34.42,64.65,32.08,Clay Loam,Maize,110.27,69.69,58.02,MOP
21.5,45.1,21.4,Clay Loam,Maize,86.15,44.12,41.21,30-10-2020
28.73,56.85,30.17,Loam,Maize,108.11,59.55,53.27,DAP
33.17,68.72,32.7,Sandy Loam,Maize,110.24,67.16,57.9,MOP
23.32,45.28,22.96,Loam,Maize,89.55,41.06,41.53,30-10-2020
30.32,61.48,30.25,Sandy Loam,Maize,107.59,55.18,53.97,DAP
22.93,46.46,14.19,Loam,Maize,-7.39,19.65,38.47,Urea
33.23,65.91,32.05,Loam,Maize,114.74,64.29,56.64,MOP
25.82,54.13,25.46,Sandy Loam,Maize,99.25,52.41,47.63,Urea
26.58,50.32,25.99,Loam,Maize,96.48,53.31,47.63,Urea
24.27,50.46,24.2,Clay Loam,Maize,92.9,51.25,48.47,Urea
19.15,62.14,49.98,Sand,Maize,15.93,19.41,23.05,DAP
29.74,60.47,31.18,Loam,Maize,105.38,58.6,51.45,DAP
25.2,49.34,26.32,Loam,Maize,97.12,52.79,46.76,Urea
21.19,41.07,20.98,Loam,Maize,84.04,42,41.01,30-10-2020
31.32,63.7,33.46,Loam,Maize,116.73,65.53,55.93,MOP
30.56,60.14,29.87,Sandy Loam,Maize,104,61.16,54.47,DAP
25.63,53.81,26.95,Clay Loam,Maize,91.99,51.48,46.09,Urea
20.96,41.99,21.66,Sandy Loam,Maize,85.52,43.5,44.33,30-10-2020
28.81,60.33,28.34,Sandy Loam,Maize,108.07,55.01,52.9,DAP
17.79,88.72,47.83,Clay,Maize,-0.72,10.79,23.7,Urea
26.53,51.13,26.18,Sandy Loam,Maize,94.8,50.35,48.3,Urea
37.88,88.67,46.92,Sandy Loam,Maize,3.69,21.12,42.99,DAP
36.01,63.48,12.13,Loam,Maize,5.78,10.4,42.23,DAP
34.59,66.22,32.59,Sandy Loam,Maize,116.89,64.21,59.8,MOP
22.61,67.61,45.08,Clay Loam,Maize,-0.87,21.77,18.5,Urea
26.55,54.1,26.97,Sandy Loam,Maize,92.66,50.81,47.68,Urea
28,56.08,30.52,Loam,Maize,107.95,61.4,50.63,DAP
23.43,40.01,23.11,Loam,Maize,82.94,46.81,44.38,30-10-2020
19.71,52.29,15.88,Clay Loam,Maize,4.56,34.46,44.44,30-10-2020
26.67,52.08,27.08,Clay Loam,Maize,98.43,53.52,49.09,Urea
25.05,52.52,25.27,Loam,Maize,90.64,52.13,46.78,Urea
30.97,38.92,35.76,Sand,Maize,-5.69,6.38,16.14,DAP
28.37,57.79,30.76,Loam,Maize,102.13,57.43,53.9,DAP
31.55,66.64,33.32,Sandy Loam,Maize,113.21,67.65,59.91,MOP
34.08,67.25,34.17,Loam,Maize,116.83,64.76,56.63,MOP
21.93,45.7,23.1,Loam,Maize,85.4,47.07,43.55,30-10-2020
22.89,68.1,42.32,Clay,Maize,22.1,16.89,16.77,30-10-2020
30.96,60.59,27.52,Sandy Loam,Maize,101.64,56.09,53.03,DAP
26.91,53.98,26.18,Sandy Loam,Maize,96.96,49.18,49.27,Urea
29.83,59.8,29.2,Clay Loam,Maize,100.85,56.41,50.18,DAP
29.53,60.8,30.96,Loam,Maize,104.42,60.34,53.56,DAP
34.99,64.62,33.36,Clay Loam,Maize,117.63,69.23,58.31,MOP
28.2,57.01,30.03,Sandy Loam,Maize,105.55,61.29,51.36,DAP
29.73,57.16,29.92,Sandy Loam,Maize,105.37,58.8,54.92,DAP
37.66,40.58,28.09,Clay,Maize,4.41,18.02,22.57,30-10-2020
33.97,69.66,31.95,Clay Loam,Maize,110.08,62.74,59.49,MOP
25.03,49.7,25.52,Loam,Maize,97.66,52.09,48.17,Urea
31.18,62.45,27.81,Loam,Maize,100.19,58.03,53.45,DAP
31.72,62.97,33.04,Clay Loam,Maize,112.22,68.51,58.9,MOP
27.8,60.09,29.08,Loam,Maize,108.42,60.59,51.19,DAP
27.3,49.4,25.96,Loam,Maize,92.08,53.54,48.4,Urea
29.5,56.02,27.77,Loam,Maize,107.14,55.66,51.08,DAP
31.64,66.46,33.74,Sandy Loam,Maize,116.86,63.16,56.9,MOP
25.91,48.55,24.56,Sandy Loam,Maize,99.37,48.45,46.81,Urea
30.69,55.4,28.75,Loam,Maize,104.47,55.71,53.12,DAP
31.2,61.29,28.68,Sandy Loam,Maize,102.37,59.37,52.09,DAP
27.35,65.84,40.71,Loam,Maize,19.56,5.82,33.79,30-10-2020
23.02,42.12,23.51,Sandy Loam,Maize,85.6,44.51,41.22,30-10-2020
25.1,75.32,20.3,Loam,Maize,-1.55,25.99,39.09,MOP
27.12,48.59,25.83,Sandy Loam,Maize,97.61,49.76,48.79,Urea
15.35,39.91,11.99,Clay Loam,Maize,8.48,16.13,40.62,30-10-2020
26.22,50.31,24.39,Sandy Loam,Maize,91.04,49.74,48.45,Urea
27.01,50.29,26.96,Clay Loam,Maize,98.35,51.89,46.44,Urea
30.71,57.09,28.52,Sandy Loam,Maize,103.13,57.08,50.69,DAP
29.9,57.62,29.86,Sandy Loam,Maize,106.65,62.45,51.77,DAP
20.22,44.39,20.59,Clay Loam,Maize,83.57,41.48,40.47,30-10-2020
32.79,67.81,31.97,Loam,Maize,114.87,66.35,57.93,MOP
28.1,61.72,30.17,Loam,Maize,103,59.06,51.13,DAP
26.91,48.21,29.2,Loam,Maize,10.81,31.21,22.04,30-10-2020
20.06,45.74,23.55,Sandy Loam,Maize,84.49,41.97,43.14,30-10-2020
30.26,61.87,30.4,Clay Loam,Maize,107.21,62.45,52.14,DAP
33.75,68.26,33.21,Sandy Loam,Maize,117.66,66.81,58,MOP
30.23,60.92,27.51,Clay Loam,Maize,104.43,61.57,52.29,DAP
27.36,52.73,24.51,Sandy Loam,Maize,98.28,53.21,48.84,Urea
34.11,64.16,34.13,Sandy Loam,Maize,113.58,67.08,57.39,MOP
27.35,54.41,25.9,Clay Loam,Maize,96.58,54.13,47.68,Urea
33.84,52.56,27.85,Loam,Maize,3.85,11.91,33.05,DAP
22.78,41.51,20.5,Loam,Maize,80.29,40.87,40.49,30-10-2020
31.14,57.4,28.27,Clay Loam,Maize,106.32,60.38,50.49,DAP
23.73,44.21,45.5,Clay,Maize,1.43,17.08,44.44,MOP
19.67,68.76,41.06,Clay Loam,Maize,-6.95,9.75,44.03,DAP
15.31,74.44,48.93,Sandy Loam,Maize,2.04,6.25,39.27,MOP
23.77,48.22,25.29,Loam,Maize,91.82,50.25,46.84,Urea
23.72,55.25,36.72,Sandy Loam,Maize,15.6,14.35,44.02,MOP
36.7,57.54,42.34,Clay Loam,Maize,13.81,13.36,41.42,30-10-2020
20.1,45.76,20.69,Loam,Maize,80.46,41.52,41.14,30-10-2020
22.3,72.01,26.91,Clay Loam,Maize,26.27,24.57,21.14,DAP
26.14,54.94,24.28,Sandy Loam,Maize,90.08,52.97,46.4,Urea
20.92,45.6,22.51,Sandy Loam,Maize,85.78,45.55,40.23,30-10-2020
20.35,42.77,23.27,Sandy Loam,Maize,80.29,40.97,42.47,30-10-2020
20.84,42.52,21.04,Sandy Loam,Maize,87.69,43.77,41.66,30-10-2020
22.4,85.32,13.91,Sandy Loam,Maize,9.14,20.86,15.65,Urea
32.46,63.69,33.13,Clay Loam,Maize,112.39,68.06,55.3,MOP
27.89,58.38,31.12,Loam,Maize,107.9,57.34,53.58,DAP
22.08,43.88,21.65,Sandy Loam,Maize,81.57,45.19,44.26,30-10-2020
33.75,71.74,32.71,Clay Loam,Maize,23.66,29.73,22.02,DAP
18.95,36.7,16.21,Clay,Maize,-0.67,8.47,39.06,Urea
33.19,67.21,34.02,Loam,Maize,113.07,65.21,55.66,MOP
30.39,61.4,27.66,Loam,Maize,101.36,59.11,53.39,DAP
21.62,45.67,22.86,Loam,Maize,89.49,45.55,40.65,30-10-2020
23.94,53.51,26.08,Clay Loam,Maize,98.88,53.98,45.22,Urea
33.68,65.81,34.16,Loam,Maize,117.2,65.79,59.43,MOP
28.19,42.1,39.22,Sand,Maize,23.86,34.62,39,MOP
26.68,52.87,25.66,Clay Loam,Maize,93.16,54.28,49.5,Urea
15.04,75.29,12.25,Clay Loam,Maize,-5.66,7.2,25.42,Urea
22.33,43.76,21.5,Loam,Maize,89.73,45.27,40.95,30-10-2020
22.84,69.39,10.98,Loam,Maize,-4.98,18.66,21.46,DAP
32.53,77.72,11.05,Sandy Loam,Maize,26.11,9.69,33.36,Urea
32.75,62.91,33.76,Clay Loam,Maize,110.07,69.18,56.36,MOP
30.14,55.85,28.54,Sandy Loam,Maize,107.71,61.75,54.36,DAP
33.68,63.11,31.43,Loam,Maize,111.58,67.75,56.43,MOP
30.37,56.81,31.24,Loam,Maize,102.45,60.45,50.46,DAP
31.89,64.59,34.56,Clay Loam,Maize,119.25,68.47,56.27,MOP
24.64,54.9,24.82,Sandy Loam,Maize,93.82,51.57,49.61,Urea
26.24,48.76,27.16,Clay Loam,Maize,95.01,52.74,47.49,Urea
33.75,77.77,45.83,Clay,Maize,19.56,12.65,32.98,DAP
22.19,40.17,22.41,Clay Loam,Maize,87.93,44.41,43.12,30-10-2020
29.66,60.45,30.39,Sandy Loam,Maize,103.07,61.34,54.71,DAP
25.31,50.57,26.66,Sandy Loam,Maize,97.27,53.93,45.84,Urea
29.08,58.25,28.62,Loam,Maize,103.51,58.72,53.22,DAP
24.82,48.8,24.68,Sandy Loam,Maize,92.87,52.82,48.96,Urea
32.09,63.63,34.69,Clay Loam,Maize,110.87,62.66,56.35,MOP
29.29,57.92,27.86,Sandy Loam,Maize,107.07,61.9,53.39,DAP
23.25,47.2,21.11,Loam,Maize,87.51,44.15,40.61,30-10-2020
29.01,57.38,30.45,Sandy Loam,Maize,101.63,57.65,50.19,DAP
22.88,37.37,35.51,Clay,Maize,18.32,33.57,23.67,Urea
24.48,52.73,26.64,Loam,Maize,93.92,53,49.01,Urea
29.12,58.46,30.71,Sandy Loam,Maize,100.55,58.9,50.91,DAP
26.83,48.86,27.47,Loam,Maize,96.79,51.29,45.2,Urea
23.38,43.49,20.37,Sandy Loam,Maize,82.48,41.27,40.51,30-10-2020
36.7,77.45,34.12,Sand,Maize,26.49,26.68,31.26,MOP
33.11,64.01,34.19,Loam,Maize,110.48,67.34,58.1,MOP
23.45,46.62,20.09,Sandy Loam,Maize,83.1,46.49,40.34,30-10-2020
21.3,46.63,22.54,Sandy Loam,Maize,82.4,45.57,40.11,30-10-2020
32.71,69.87,45.95,Clay,Maize,7.92,19.85,35,MOP
22.19,47.22,20.4,Sandy Loam,Maize,87.8,42.15,41.08,30-10-2020
34.71,69.53,32.83,Clay Loam,Maize,112.35,65.04,55.44,MOP
29.04,56.06,28.32,Loam,Maize,104.73,61.3,53.9,DAP
31.89,62.62,32.7,Sandy Loam,Maize,111.68,62.62,57.17,MOP
32.72,66.89,31.38,Loam,Maize,118.41,67.76,58.16,MOP
33.17,67.11,32.88,Loam,Maize,111.08,67.78,59.42,MOP
26.98,54.21,25.98,Sandy Loam,Maize,91.55,54.15,49.61,Urea
20.63,45.22,21.44,Sandy Loam,Maize,81.71,42.07,44.71,30-10-2020
28.38,61.11,29.88,Loam,Maize,103.69,59.94,53.63,DAP
33.29,62.73,34.46,Loam,Maize,112.64,62.88,59.45,MOP
23.03,46.42,23.11,Clay Loam,Maize,88.03,45.55,42.48,30-10-2020
30.84,58.66,27.85,Sandy Loam,Maize,109.89,55.86,51.56,DAP
26.16,48.3,26.8,Loam,Maize,92.88,50.14,45.18,Urea
22.41,40.73,23.03,Clay Loam,Maize,86.45,41.76,41.53,30-10-2020
26.3,47.57,25.68,Clay Loam,Maize,93.84,53.47,47.87,Urea
26.87,53.4,23.92,Loam,Maize,98.98,47.79,46.27,Urea
20.99,46.57,22.75,Sandy Loam,Maize,88.52,43.12,44.39,30-10-2020
25.92,51,26.02,Sandy Loam,Maize,92.62,50.72,46.81,Urea
39.07,77.41,36.49,Clay,Maize,4.5,21.08,33.34,30-10-2020
23.3,40.78,20.06,Loam,Maize,84.19,46.81,44.07,30-10-2020
25.25,51.01,24.19,Sandy Loam,Maize,92.1,49.65,46.57,Urea
23.2,41.93,22.29,Clay Loam,Maize,81.46,46.76,44.37,30-10-2020
28.96,58.95,29.27,Clay Loam,Maize,109.37,61.77,52.94,DAP
21.2,43.17,22.91,Clay Loam,Maize,87.17,46.16,40.88,30-10-2020
32.17,38.68,25.23,Loam,Maize,-0.04,25.8,39.03,30-10-2020
33.38,64.66,32.49,Clay Loam,Maize,117.54,64.05,55.82,MOP
27.19,49.66,25.73,Sandy Loam,Maize,97.15,50.94,47.01,Urea
30.17,61.98,28.26,Loam,Maize,100.49,58.68,54,DAP
27.18,48.88,25.86,Sandy Loam,Maize,94.54,53.43,48.66,Urea
22.98,41.65,22.79,Clay Loam,Maize,83.73,41.69,43.3,30-10-2020
28.68,61.52,30.39,Loam,Maize,102.95,62.02,51.67,DAP
30.48,62.09,31.18,Loam,Maize,108.13,60.58,54.7,DAP
32.81,63.53,34.14,Clay Loam,Maize,117.42,66.77,56.78,MOP
22.71,44.43,23.37,Sandy Loam,Maize,86.18,40.66,43.74,30-10-2020
29.95,58.54,28.42,Clay Loam,Maize,109.21,58.1,50.52,DAP
23.99,48.73,24.33,Clay Loam,Maize,91.89,51.63,48.11,Urea
29.08,60.78,29.84,Clay Loam,Maize,101.04,59,53.53,DAP
25.01,54.16,25.89,Sandy Loam,Maize,95.02,48.73,48.54,Urea
22.47,45.7,22.33,Loam,Maize,86.94,43.01,43.82,30-10-2020
27.45,51.55,26.08,Loam,Maize,94.26,51.24,47.32,Urea
33.83,67.53,34.89,Sandy Loam,Maize,111.07,64.05,58.17,MOP
23.38,46.81,21.39,Clay Loam,Maize,85.42,42.9,41.36,30-10-2020
32.39,63.71,33.87,Loam,Maize,85.4,49.63,39.31,MOP
26.03,48.33,27,Clay Loam,Maize,69.92,36.2,32.5,Urea
31.68,68.25,32.44,Sandy Loam,Maize,86.61,49.84,39.13,MOP
23.77,51.62,24.5,Loam,Maize,68.64,38.25,34.12,Urea
21.87,45.41,20.64,Clay Loam,Maize,60.6,34.42,30.92,25-10-2015
28.22,73.53,24.66,Clay Loam,Maize,-5.91,10.75,21.76,Urea
34.84,63.99,34.54,Sandy Loam,Maize,89.69,45.08,39.86,MOP
34.36,64.46,32.84,Clay Loam,Maize,85.16,45.96,38.92,MOP
34.51,66.78,31.33,Sandy Loam,Maize,87.25,48.55,39.06,MOP
31.08,60.95,31.11,Clay Loam,Maize,78.3,44.23,36.26,DAP
30.99,60.5,30.6,Sandy Loam,Maize,75.31,42.94,36.2,DAP
33.57,54.53,23.84,Loam,Maize,12.45,13.55,38.34,Urea
34.54,66.33,32.36,Sandy Loam,Maize,83.52,45.9,39.12,MOP
29.88,58.64,29.95,Loam,Maize,81.87,40.29,35.79,DAP
30.81,59.92,30.55,Loam,Maize,75.6,40.43,37.2,DAP
32.85,68.44,31.72,Clay Loam,Maize,87.19,49.51,37.91,MOP
27.27,48.58,26.89,Loam,Maize,72.74,39.36,33.59,Urea
21.54,44.16,23.1,Loam,Maize,66.4,31.61,30.84,25-10-2015
32.55,65.68,34.78,Sandy Loam,Maize,84.32,49.61,39.66,MOP
26.06,48.65,26.65,Sandy Loam,Maize,67.63,38.68,32.84,Urea
24.53,52.11,26.73,Sandy Loam,Maize,68.88,36.5,33.81,Urea
32.36,68.56,34.75,Clay Loam,Maize,89.89,45.9,39.2,MOP
32.47,68.01,32.38,Sandy Loam,Maize,86.13,45.91,38.93,MOP
27.76,57.52,31.24,Loam,Maize,77.67,44.57,36.77,DAP
31.16,57.11,28.07,Clay Loam,Maize,79.29,40.03,36.73,DAP
29.79,61.94,30.26,Clay Loam,Maize,77.01,42.05,36.95,DAP
22.84,42.62,22.33,Sandy Loam,Maize,63.21,32.28,31.88,25-10-2015
32.26,66.39,33.45,Sandy Loam,Maize,87.27,45.86,39.7,MOP
25.78,48.82,27.38,Clay Loam,Maize,70.48,36.37,34.94,Urea
29.65,58.38,29.19,Clay Loam,Maize,75.82,40.83,35.49,DAP
22.88,40.05,22.69,Loam,Maize,62.76,34.49,30.58,25-10-2015
26.3,53.01,26.34,Loam,Maize,73.96,39.45,34.96,Urea
18.38,68.94,38.64,Clay Loam,Maize,15.31,27.13,24.44,MOP
26.44,51.79,26.43,Sandy Loam,Maize,70.27,35.16,34.39,Urea
27.21,49.04,24.83,Clay Loam,Maize,73.43,35.75,34.62,Urea
26.27,54.92,25.42,Clay Loam,Maize,74.9,35.19,34.36,Urea
23.79,48.21,24.16,Sandy Loam,Maize,70.81,35.44,33.07,Urea
31.23,57.65,30.39,Clay Loam,Maize,76.27,43.38,35.91,DAP
31.09,61.39,28.28,Sandy Loam,Maize,81.63,44.42,36.68,DAP
26.34,47.69,26.04,Clay Loam,Maize,68.74,37.25,32.72,Urea
22.91,45.74,22.49,Clay Loam,Maize,65.95,31.94,31.11,25-10-2015
23.22,41.72,21.1,Sandy Loam,Maize,60.23,31.31,32.01,25-10-2015
29.66,55.75,30.42,Loam,Maize,78.66,43.7,36.02,DAP
31.78,68.71,31.75,Sandy Loam,Maize,84.09,46.31,38.98,MOP
34.11,63.78,34.55,Loam,Maize,85.78,45.77,39.86,MOP
26.08,31.71,33.78,Loam,Maize,-4.48,26.17,30.13,DAP
32.39,64.76,34.84,Sandy Loam,Maize,84.78,47.44,38.42,MOP
32.53,68.9,31.91,Clay Loam,Maize,87.48,47.25,39.73,MOP
34.44,64.87,32.64,Loam,Maize,89.41,47.21,38.85,MOP
27.99,61.34,28.9,Sandy Loam,Maize,81.1,40.29,35.53,DAP
27.61,58.75,29.35,Sandy Loam,Maize,81.54,41.05,35.32,DAP
21.65,40.84,22,Sandy Loam,Maize,60.35,33.36,31.09,25-10-2015
21.98,46.32,22.73,Loam,Maize,60.04,31.62,30.57,25-10-2015
17.65,30.57,48.5,Sandy Loam,Maize,13.14,27.08,19.19,DAP
23.67,40.42,22.47,Sandy Loam,Maize,60.1,33.87,32.4,25-10-2015
24.69,51.06,25.93,Clay Loam,Maize,68.51,37.85,33.07,Urea
37.57,57.39,49.59,Loam,Maize,19.08,23.38,36.99,MOP
25.88,54.23,27.2,Sandy Loam,Maize,73.76,35.86,34.37,Urea
